userid,uniqueID,gender,age,consumption,shopping,occupation
4932,S8512947,1,16,1,1,1
4933,M6445202,0,16,2,2,2
4934,U6719975,0,16,2,2,2
4935,]6472473,1,15,3,1,1
4936,G9445170,0,15,2,3,2
4937,\8023445,0,22,3,1,1
4938,@6235431,0,19,2,3,1
4939,I8154723,1,18,3,1,2
4940,J6979565,1,25,2,2,1
4941,L7996939,0,16,3,2,2
4942,T6333221,1,24,2,3,1
4943,[8660132,1,24,3,3,2
4944,X6830135,1,24,1,3,2
4945,=8441411,1,23,1,2,2
4946,R6170951,0,20,1,2,1
4947,E9580026,0,15,3,3,1
4948,I8979345,1,23,2,2,2
4949,G8493032,1,19,1,1,1
4950,Q7087856,1,15,3,1,1
4951,F6466855,0,18,3,1,1
4952,B7656731,1,18,2,1,2
4953,X6871334,0,16,2,1,1
4954,W8662243,0,25,1,3,2
4955,_8634802,0,20,1,3,2
4956,A7792936,1,22,3,1,2
4957,[7965365,1,19,1,1,2
4958,Y653269,1,25,2,1,1
4959,[707605,1,25,3,2,2
4960,_8542682,1,23,1,2,2
4961,>7067518,1,18,3,3,1
4962,Z6172650,0,17,2,1,2
4963,M7560647,1,23,2,2,2
4964,>6911899,0,22,3,2,2
4965,J769340,1,20,3,2,2
4966,W6115586,0,21,2,2,2
4967,_8127416,1,15,3,1,2
4968,M7671967,0,22,1,2,1
4969,?6951030,1,25,2,1,1
4970,<786608,1,24,3,1,2
4971,?8733094,0,24,3,3,1
4972,Z7181504,0,16,3,1,2
4973,H6494890,1,17,2,2,2
4974,R8297283,0,25,1,1,1
4975,A6987072,0,25,1,1,2
4976,W6373808,1,15,1,1,2
4977,C7330016,1,17,1,3,2
4978,U9371201,0,23,2,2,2
4979,[711117,1,24,2,3,1
4980,?823804,0,19,1,3,1
4981,N9079047,0,21,1,2,2
4982,S6883149,0,23,3,1,1
4983,Y8210725,0,19,2,2,1
4984,Y8076894,1,25,2,3,1
4985,N851764,0,16,1,2,1
4986,Y9578635,0,18,2,3,2
4987,K6361278,0,22,1,3,1
4988,J7212771,1,16,2,3,1
4989,^6911339,0,16,2,2,1
4990,V8449632,0,23,2,3,2
4991,J9269959,0,20,2,2,1
4992,Q7017593,1,16,1,1,2
4993,B6192302,0,20,1,2,2
4994,Z6796147,0,25,1,1,1
4995,Y913270,0,22,1,3,2
4996,V8965619,1,17,3,1,2
4997,L8252559,1,15,3,2,2
4998,H8920001,1,15,3,1,2
4999,F896025,1,24,1,3,2
5000,P883996,1,22,3,2,1
5001,Y6115209,1,15,1,2,2
5002,N7579656,0,20,3,1,2
5003,Q7487611,1,16,1,1,1
5004,E9412665,1,25,2,3,2
5005,?7149617,0,19,2,2,1
5006,J9290687,0,22,3,1,1
5007,<6611323,0,16,3,2,2
5008,I7764480,0,19,3,2,2
5009,_6753308,0,25,2,1,1
5010,H9548613,1,19,2,3,1
5011,R6545509,1,15,3,2,1
5012,=7836675,0,17,3,2,2
5013,G6833668,0,18,1,2,1
5014,P871286,1,16,3,2,2
5015,>6523398,1,22,2,3,2
5016,[8132897,1,20,2,3,1
5017,G8597548,1,16,2,1,1
5018,H7586741,0,22,2,2,1
5019,O699296,1,16,2,2,1
5020,_8378225,0,25,2,3,2
5021,X6736485,0,19,3,1,1
5022,_6292746,0,22,3,2,2
5023,@623384,1,17,3,1,2
5024,H6947624,1,17,2,1,1
5025,H7095597,0,25,2,1,2
5026,?9277729,0,23,1,1,1
5027,N7613900,1,21,3,3,1
5028,?7685452,0,15,1,3,1
5029,X8142610,1,20,1,3,2
5030,Q6428871,1,20,1,3,2
5031,H7999592,0,19,1,3,2
5032,U7868813,1,25,2,1,1
5033,G6492816,1,24,2,1,1
5034,E899052,1,23,3,2,1
5035,U7429514,0,20,3,3,1
5036,^7354481,1,24,2,3,2
5037,N8620710,0,20,1,2,2
5038,J7272799,0,18,1,1,1
5039,E9421555,1,17,2,3,1
5040,>9539953,0,17,1,3,2
5041,H6971260,0,24,3,2,2
5042,N953719,1,20,2,2,1
5043,=9113063,0,18,3,3,2
5044,\6850567,0,25,2,2,2
5045,?922522,1,17,2,3,2
5046,C9544855,1,21,3,1,1
5047,M9571656,0,24,2,1,2
5048,F7147120,1,20,3,1,2
5049,X7517158,0,15,2,3,2
5050,_6663972,1,18,2,1,2
5051,U7490490,1,15,3,2,2
5052,G8225363,1,17,1,2,2
5053,I882949,1,22,1,1,2
5054,>944184,1,23,1,2,2
5055,<9012802,1,18,3,1,1
5056,O6954071,0,24,3,2,2
5057,Z7072846,1,25,1,1,2
5058,?8735389,0,17,3,2,1
5059,P767813,0,21,3,2,1
5060,F6169926,0,16,2,2,2
5061,]9599361,1,22,1,1,2
5062,E8928294,1,20,1,1,1
5063,]8267437,0,19,3,1,1
5064,\8815113,1,21,1,2,1
5065,J9254754,0,19,1,1,2
5066,A8925166,0,20,2,1,2
5067,V6510919,0,25,1,3,1
5068,^7669706,1,19,1,1,2
5069,E8314107,0,16,3,1,2
5070,K6285997,0,17,2,3,2
5071,Y8776488,1,19,2,3,2
5072,B6293765,1,21,1,3,2
5073,<7741590,0,18,3,1,1
5074,=8834778,0,23,2,3,1
5075,S7544298,0,15,3,3,2
5076,[8450491,0,24,3,3,2
5077,Y8266723,1,18,1,3,2
5078,G8525198,1,16,2,1,2
5079,J7564592,1,17,3,2,2
5080,A9040877,0,21,3,1,2
5081,I6165555,1,17,1,2,1
5082,@6789736,0,16,1,1,1
5083,I8878027,1,15,2,3,2
5084,_8731693,0,20,1,3,1
5085,@7192628,1,21,3,2,1
5086,D6821690,0,16,1,3,1
5087,V8688357,1,23,1,3,1
5088,H897671,0,19,1,1,2
5089,M7061282,0,17,1,2,2
5090,^6776214,1,21,1,1,2
5091,E601682,0,15,2,1,1
5092,]8426609,0,22,3,3,2
5093,]7742912,1,24,2,3,2
5094,E9261845,0,19,3,2,1
5095,G7666549,1,23,2,1,2
5096,A8199143,0,24,3,2,1
5097,X6353396,1,24,2,1,2
5098,P6017789,0,16,2,3,2
5099,E6346297,0,15,1,3,2
5100,@9054984,1,21,1,1,2
5101,<8710867,0,24,2,2,2
5102,O9154113,1,23,3,3,2
5103,_6616400,0,17,1,3,2
5104,G6194123,1,25,2,3,1
5105,U6489025,0,17,1,2,1
5106,I7952027,1,24,1,2,2
5107,T7123233,1,20,1,2,2
5108,B8858256,1,24,1,2,2
5109,[9553224,1,17,2,3,1
5110,P6791269,0,20,3,1,2
5111,E6146293,1,24,2,2,1
5112,Q7783970,1,18,2,1,2
5113,?8046017,0,23,3,2,2
5114,Y7690908,0,23,2,3,1
5115,E9189319,1,19,2,1,1
5116,O8432383,0,25,2,3,2
5117,V7299186,0,23,2,1,2
5118,=7710760,1,19,2,2,1
5119,V9279460,0,16,1,2,2
5120,_659676,0,15,3,2,2
5121,A7671937,1,15,2,1,1
5122,Q6373173,1,24,2,3,1
5123,Q8578354,1,16,1,1,1
5124,P7018844,1,25,3,1,1
5125,A8365475,1,25,3,2,1
5126,U8922866,0,25,3,1,2
5127,>777602,0,18,1,3,2
5128,T7298096,0,21,1,3,2
5129,M6136354,0,25,3,1,2
5130,_6743339,1,24,2,2,1
5131,D7558420,1,22,2,2,1
5132,U7319000,1,17,2,3,1
5133,X6520932,1,19,2,1,1
5134,J955548,0,23,1,3,2
5135,V6699217,1,15,2,3,2
5136,>7927211,1,25,1,1,1
5137,G70243,0,17,2,2,2
5138,E9416409,0,25,2,1,1
5139,V794212,0,22,3,2,1
5140,]9121839,0,17,3,3,2
5141,O8369339,1,22,3,1,2
5142,C9384868,0,23,2,1,2
5143,W8513894,0,20,3,2,1
5144,U8969921,0,17,1,1,2
5145,[9135049,0,23,3,3,1
5146,[9411872,1,19,2,1,1
5147,H9495006,0,22,1,2,2
5148,T6560442,1,20,1,3,2
5149,D7043747,0,21,3,2,1
5150,>7849899,1,21,2,2,1
5151,?9093513,1,21,1,2,1
5152,[6498201,1,22,3,3,2
5153,[6446611,0,16,3,2,2
5154,D9366182,0,15,2,1,1
5155,T6676914,0,15,2,2,1
5156,Z7537649,0,21,2,2,2
5157,=8429638,1,17,2,2,1
5158,\8871144,0,16,2,1,1
5159,^6834845,1,18,3,2,1
5160,U7746770,1,21,3,3,1
5161,Q7384323,0,17,3,2,1
5162,U6257847,1,23,1,3,1
5163,D7149189,1,18,2,3,1
5164,D8985405,0,16,1,3,1
5165,S7861951,1,25,1,1,1
5166,U8021663,0,22,2,2,2
5167,U7063063,0,24,1,1,1
5168,[9565775,1,22,1,1,1
5169,N6042482,0,15,1,2,1
5170,@633473,0,21,3,3,2
5171,@6764290,0,18,3,1,2
5172,@6249422,0,19,3,1,2
5173,@9463240,1,18,1,3,2
5174,X8019757,0,24,1,3,1
5175,L7060301,1,25,3,3,1
5176,V6815569,0,15,2,2,1
5177,V8783367,1,16,1,2,2
5178,L709545,0,19,2,2,1
5179,M8152324,0,22,3,1,1
5180,R7512488,0,20,1,3,1
5181,B7116361,1,23,2,3,1
5182,D7441843,0,23,2,2,2
5183,@6820501,0,24,1,2,1
5184,H7779538,0,20,3,2,1
5185,]7639632,1,24,3,2,1
5186,C6288743,0,17,1,2,2
5187,O677009,0,24,2,1,2
5188,L7598403,1,21,3,2,1
5189,?8590302,0,18,2,2,1
5190,^8175557,0,23,2,1,2
5191,<7131968,0,22,1,2,2
5192,B84214,1,24,2,2,2
5193,F8574603,0,19,2,1,1
5194,?7274512,1,21,2,2,2
5195,>9595632,1,17,3,1,2
5196,F8721315,1,20,2,2,1
5197,P8663186,0,16,3,1,2
5198,X6110349,1,25,2,3,2
5199,^9412005,1,19,3,1,1
5200,E7863281,1,22,2,1,2
5201,Q698937,0,16,1,1,1
5202,A6792448,1,23,2,2,2
5203,@8980708,1,15,3,2,2
5204,=6169014,0,18,3,1,1
5205,]858832,1,15,2,1,1
5206,F7686236,1,22,3,2,2
5207,M7242398,0,22,1,1,2
5208,S7985950,0,24,1,2,2
5209,Q7941755,1,23,3,1,1
5210,P7773966,1,21,2,3,1
5211,\8263439,0,16,2,1,2
5212,X8638879,0,19,2,1,1
5213,D7742449,1,24,1,1,2
5214,\7549068,0,23,1,3,1
5215,V9181571,0,16,2,3,1
5216,D6883758,1,15,2,1,2
5217,H6424974,1,17,3,3,2
5218,Z6719552,0,24,3,2,2
5219,A9288557,0,22,1,3,2
5220,^9062794,0,18,3,2,2
5221,I6842890,1,20,1,2,1
5222,D7680699,0,25,3,3,2
5223,<9452044,0,23,1,2,1
5224,^6121139,1,18,3,3,1
5225,=9468894,1,15,2,3,1
5226,S6646533,1,23,3,3,2
5227,R7771184,1,18,3,1,1
5228,_8789486,0,21,2,3,2
5229,P8294094,0,22,2,1,1
5230,W954063,1,19,2,2,2
5231,E7728056,0,24,2,1,1
5232,F9572049,0,24,3,2,2
